2020-09-08 13:13:47.473745
6210546030 6110545481 {'+': 290, '-': 382, ' ': 34, '?': 81} 0.02
6210546030 6210545441 {'+': 345, '-': 395, ' ': 21, '?': 47} 0.03
6210546030 6210545611 {'+': 472, '-': 374, ' ': 42, '?': 57} 0.03
6210546030 6210545700 {'+': 394, '-': 379, ' ': 37, '?': 109} 0.04
6210546030 6210545955 {'+': 218, '-': 381, ' ': 35, '?': 86} 0.02
6210546030 6210545505 {'+': 350, '-': 398, ' ': 18, '?': 31} 0.02
6210546030 6210545548 {'+': 374, '-': 406, ' ': 10, '?': 36} 0.06
6210546030 6210546714 {'+': 362, '-': 387, ' ': 29, '?': 65} 0.02
6210546030 6210545602 {'+': 349, '-': 395, ' ': 21, '?': 41} 0.05
6210546030 6210546048 {'+': 272, '-': 377, ' ': 39, '?': 83} 0.02
6210546030 6210545513 {'+': 305, '-': 374, ' ': 42, '?': 99} 0.03
6210546030 6010546621 {'+': 304, '-': 393, ' ': 23, '?': 39} 0.01
6210546030 6210545459 {'+': 336, '-': 382, ' ': 34, '?': 45} 0.02
6210546030 6210545467 {'+': 321, '-': 353, ' ': 63, '?': 80} 0.03
6210546030 6210545475 {'+': 431, '-': 384, ' ': 32, '?': 90} 0.02
6210546030 6210545564 {'+': 380, '-': 334, ' ': 82, '?': 137} 0.03
6210546030 6210546013 {'+': 328, '-': 383, ' ': 33, '?': 75} 0.02
6210546030 6210546412 {'+': 312, '-': 413, ' ': 3, '?': 3} 0.04
6210546030 6210546439 {'+': 273, '-': 384, ' ': 32, '?': 118} 0.04
6210546030 6210546447 {'+': 315, '-': 373, ' ': 43, '?': 93} 0.03
6210546030 6210546455 {'+': 325, '-': 380, ' ': 36, '?': 78} 0.08
6210546030 6210546650 {'+': 370, '-': 396, ' ': 20, '?': 77} 0.02
6210546030 6210546706 {'+': 330, '-': 386, ' ': 30, '?': 87} 0.03
6210546030 6210545483 {'+': 402, '-': 381, ' ': 35, '?': 39} 0.03
6210546030 6210545491 {'+': 335, '-': 356, ' ': 60, '?': 82} 0.02
6210546030 6210546668 {'+': 305, '-': 381, ' ': 35, '?': 98} 0.03
6210546030 6210546374 {'+': 348, '-': 388, ' ': 28, '?': 100} 0.02
6210546030 6210545432 {'+': 300, '-': 383, ' ': 33, '?': 74} 0.05
6210546030 6110545996 {'+': 351, '-': 377, ' ': 39, '?': 70} 0.04
6210546030 6210545424 {'+': 330, '-': 388, ' ': 28, '?': 105} 0.05
6210546030 6210545556 {'+': 314, '-': 373, ' ': 43, '?': 60} 0.02
6210546030 6210546404 {'+': 358, '-': 374, ' ': 42, '?': 66} 0.03
6210546030 6210546421 {'+': 381, '-': 364, ' ': 52, '?': 121} 0.02
6210546030 6210546692 {'+': 330, '-': 363, ' ': 53, '?': 82} 0.02
6210546030 6110545601 {'+': 303, '-': 392, ' ': 24, '?': 42} 0.03
6210546030 6210545416 {'+': 306, '-': 383, ' ': 33, '?': 82} 0.07
6210546030 6210545521 {'+': 292, '-': 388, ' ': 28, '?': 64} 0.01
6210546030 6210545530 {'+': 467, '-': 388, ' ': 28, '?': 76} 0.05
6210546030 6210545572 {'+': 326, '-': 379, ' ': 37, '?': 103} 0.05
6210546030 6210545963 {'+': 313, '-': 383, ' ': 33, '?': 52} 0.06
6210546030 6210546021 {'+': 319, '-': 392, ' ': 24, '?': 102} 0.03
6210546030 6210546391 {'+': 287, '-': 380, ' ': 36, '?': 61} 0.03
6210546030 6210546676 {'+': 396, '-': 361, ' ': 55, '?': 81} 0.02
6210546030 6010545749 {'+': 304, '-': 361, ' ': 55, '?': 79} 0.04
6210546684 6210545599 {'+': 275, '-': 289, ' ': 64, '?': 159} 0.08
6210546684 6210545947 {'+': 288, '-': 319, ' ': 34, '?': 57} 0.01
6210546684 6210545980 {'+': 262, '-': 303, ' ': 50, '?': 87} 0.02
6210546684 6210546005 {'+': 354, '-': 312, ' ': 41, '?': 98} 0.13
6210546684 6210546382 {'+': 389, '-': 320, ' ': 33, '?': 99} 0.03
6210546684 6210545581 {'+': 305, '-': 313, ' ': 40, '?': 108} 0.05
6210546684 6110545481 {'+': 285, '-': 314, ' ': 39, '?': 82} 0.02
6210546684 6210545441 {'+': 313, '-': 300, ' ': 53, '?': 72} 0.03
6210546684 6210545611 {'+': 460, '-': 299, ' ': 54, '?': 67} 0.18
6210546684 6210545700 {'+': 393, '-': 315, ' ': 38, '?': 116} 0.05
6210546684 6210545955 {'+': 209, '-': 309, ' ': 44, '?': 63} 0.08
6210546684 6210545505 {'+': 335, '-': 320, ' ': 33, '?': 90} 0.03
6210546684 6210545548 {'+': 371, '-': 340, ' ': 13, '?': 39} 0.07
6210546684 6210546714 {'+': 364, '-': 326, ' ': 27, '?': 138} 0.04
6210546684 6210545602 {'+': 335, '-': 318, ' ': 35, '?': 72} 0.05
6210546684 6210546048 {'+': 278, '-': 320, ' ': 33, '?': 106} 0.04
6210546684 6210545513 {'+': 307, '-': 313, ' ': 40, '?': 90} 0.04
6210546684 6010546621 {'+': 285, '-': 311, ' ': 42, '?': 91} 0.04
6210546684 6210545459 {'+': 326, '-': 309, ' ': 44, '?': 73} 0.01
6210546684 6210545467 {'+': 353, '-': 322, ' ': 31, '?': 83} 0.03
6210546684 6210545475 {'+': 432, '-': 322, ' ': 31, '?': 41} 0.02
6210546684 6210545564 {'+': 428, '-': 319, ' ': 34, '?': 30} 0.05
6210546684 6210546013 {'+': 328, '-': 320, ' ': 33, '?': 107} 0.02
6210546684 6210546412 {'+': 293, '-': 331, ' ': 22, '?': 39} 0.07
6210546684 6210546439 {'+': 271, '-': 319, ' ': 34, '?': 66} 0.04
6210546684 6210546447 {'+': 318, '-': 313, ' ': 40, '?': 81} 0.03
6210546684 6210546455 {'+': 341, '-': 333, ' ': 20, '?': 86} 0.1
6210546684 6210546650 {'+': 377, '-': 340, ' ': 13, '?': 21} 0.06
6210546684 6210546706 {'+': 322, '-': 315, ' ': 38, '?': 106} 0.03
6210546684 6210545483 {'+': 404, '-': 320, ' ': 33, '?': 65} 0.05
6210546684 6210545491 {'+': 357, '-': 315, ' ': 38, '?': 90} 0.03
6210546684 6210546668 {'+': 305, '-': 318, ' ': 35, '?': 71} 0.03
6210546684 6210546374 {'+': 338, '-': 315, ' ': 38, '?': 99} 0.05
6210546684 6210545432 {'+': 288, '-': 308, ' ': 45, '?': 103} 0.06
6210546684 6110545996 {'+': 347, '-': 310, ' ': 43, '?': 95} 0.05
6210546684 6210545424 {'+': 342, '-': 337, ' ': 16, '?': 77} 0.07
6210546684 6210545556 {'+': 318, '-': 314, ' ': 39, '?': 91} 0.03
6210546684 6210546404 {'+': 362, '-': 315, ' ': 38, '?': 98} 0.03
6210546684 6210546421 {'+': 390, '-': 310, ' ': 43, '?': 112} 0.07
6210546684 6210546692 {'+': 340, '-': 310, ' ': 43, '?': 73} 0.05
6210546684 6110545601 {'+': 288, '-': 314, ' ': 39, '?': 77} 0.05
6210546684 6210545416 {'+': 297, '-': 311, ' ': 42, '?': 104} 0.03
6210546684 6210545521 {'+': 287, '-': 320, ' ': 33, '?': 93} 0.01
6210546684 6210545530 {'+': 472, '-': 330, ' ': 23, '?': 33} 0.15
6210546684 6210545572 {'+': 318, '-': 308, ' ': 45, '?': 99} 0.04
6210546684 6210545963 {'+': 303, '-': 310, ' ': 43, '?': 80} 0.06
6210546684 6210546021 {'+': 302, '-': 312, ' ': 41, '?': 97} 0.08
6210546684 6210546391 {'+': 289, '-': 319, ' ': 34, '?': 67} 0.02
6210546684 6210546676 {'+': 413, '-': 315, ' ': 38, '?': 93} 0.03
6210546684 6010545749 {'+': 315, '-': 309, ' ': 44, '?': 73} 0.04
6210545599 6210545947 {'+': 287, '-': 304, ' ': 35, '?': 60} 0.01
6210545599 6210545980 {'+': 285, '-': 312, ' ': 27, '?': 77} 0.03
6210545599 6210546005 {'+': 363, '-': 307, ' ': 32, '?': 45} 0.27
6210545599 6210546382 {'+': 384, '-': 301, ' ': 38, '?': 45} 0.11
6210545599 6210545581 {'+': 303, '-': 297, ' ': 42, '?': 87} 0.05
6210545599 6110545481 {'+': 286, '-': 301, ' ': 38, '?': 94} 0.01
6210545599 6210545441 {'+': 323, '-': 296, ' ': 43, '?': 86} 0.03
6210545599 6210545611 {'+': 465, '-': 290, ' ': 49, '?': 85} 0.2
6210545599 6210545700 {'+': 388, '-': 296, ' ': 43, '?': 92} 0.08
6210545599 6210545955 {'+': 213, '-': 299, ' ': 40, '?': 81} 0.03
6210545599 6210545505 {'+': 355, '-': 326, ' ': 13, '?': 23} 0.02
6210545599 6210545548 {'+': 368, '-': 323, ' ': 16, '?': 17} 0.08
6210545599 6210546714 {'+': 363, '-': 311, ' ': 28, '?': 61} 0.03
6210545599 6210545602 {'+': 332, '-': 301, ' ': 38, '?': 118} 0.05
6210545599 6210546048 {'+': 273, '-': 301, ' ': 38, '?': 81} 0.05
6210545599 6210545513 {'+': 309, '-': 301, ' ': 38, '?': 72} 0.04
6210545599 6010546621 {'+': 300, '-': 312, ' ': 27, '?': 40} 0.01
6210545599 6210545459 {'+': 326, '-': 295, ' ': 44, '?': 69} 0.02
6210545599 6210545467 {'+': 351, '-': 306, ' ': 33, '?': 73} 0.02
6210545599 6210545475 {'+': 434, '-': 310, ' ': 29, '?': 53} 0.03
6210545599 6210545564 {'+': 421, '-': 298, ' ': 41, '?': 56} 0.04
6210545599 6210546013 {'+': 326, '-': 304, ' ': 35, '?': 65} 0.02
6210545599 6210546412 {'+': 307, '-': 331, ' ': 8, '?': 8} 0.07
6210545599 6210546439 {'+': 270, '-': 304, ' ': 35, '?': 53} 0.04
6210545599 6210546447 {'+': 310, '-': 291, ' ': 48, '?': 64} 0.04
6210545599 6210546455 {'+': 349, '-': 327, ' ': 12, '?': 22} 0.15
6210545599 6210546650 {'+': 369, '-': 318, ' ': 21, '?': 22} 0.03
6210545599 6210546706 {'+': 328, '-': 307, ' ': 32, '?': 88} 0.04
6210545599 6210545483 {'+': 395, '-': 297, ' ': 42, '?': 97} 0.04
6210545599 6210545491 {'+': 351, '-': 295, ' ': 44, '?': 68} 0.01
6210545599 6210546668 {'+': 311, '-': 310, ' ': 29, '?': 44} 0.04
6210545599 6210546374 {'+': 340, '-': 303, ' ': 36, '?': 64} 0.02
6210545599 6210545432 {'+': 305, '-': 311, ' ': 28, '?': 57} 0.07
6210545599 6110545996 {'+': 357, '-': 306, ' ': 33, '?': 53} 0.09
6210545599 6210545424 {'+': 336, '-': 317, ' ': 22, '?': 134} 0.07
6210545599 6210545556 {'+': 318, '-': 300, ' ': 39, '?': 78} 0.03
6210545599 6210546404 {'+': 360, '-': 299, ' ': 40, '?': 47} 0.04
6210545599 6210546421 {'+': 390, '-': 296, ' ': 43, '?': 92} 0.05
6210545599 6210546692 {'+': 340, '-': 296, ' ': 43, '?': 41} 0.03
6210545599 6110545601 {'+': 291, '-': 303, ' ': 36, '?': 62} 0.05
6210545599 6210545416 {'+': 303, '-': 303, ' ': 36, '?': 50} 0.06
6210545599 6210545521 {'+': 292, '-': 311, ' ': 28, '?': 56} 0.01
6210545599 6210545530 {'+': 479, '-': 323, ' ': 16, '?': 16} 0.14
6210545599 6210545572 {'+': 330, '-': 306, ' ': 33, '?': 59} 0.05
6210545599 6210545963 {'+': 303, '-': 296, ' ': 43, '?': 69} 0.08
6210545599 6210546021 {'+': 311, '-': 307, ' ': 32, '?': 72} 0.03
6210545599 6210546391 {'+': 291, '-': 307, ' ': 32, '?': 62} 0.02
6210545599 6210546676 {'+': 404, '-': 292, ' ': 47, '?': 77} 0.03
6210545599 6010545749 {'+': 333, '-': 313, ' ': 26, '?': 45} 0.06
6210545947 6210545980 {'+': 300, '-': 310, ' ': 12, '?': 24} 0.08
6210545947 6210546005 {'+': 345, '-': 272, ' ': 50, '?': 116} 0.3
6210545947 6210546382 {'+': 367, '-': 267, ' ': 55, '?': 112} 0.08
6210545947 6210545581 {'+': 300, '-': 277, ' ': 45, '?': 102} 0.09
6210545947 6110545481 {'+': 286, '-': 284, ' ': 38, '?': 88} 0.03
6210545947 6210545441 {'+': 306, '-': 262, ' ': 60, '?': 148} 0.09
6210545947 6210545611 {'+': 484, '-': 292, ' ': 30, '?': 64} 0.19
6210545947 6210545700 {'+': 349, '-': 240, ' ': 82, '?': 111} 0.07
6210545947 6210545955 {'+': 210, '-': 279, ' ': 43, '?': 106} 0.1
6210545947 6210545505 {'+': 349, '-': 303, ' ': 19, '?': 42} 0.04
6210545947 6210545548 {'+': 371, '-': 309, ' ': 13, '?': 48} 0.08
6210545947 6210546714 {'+': 355, '-': 286, ' ': 36, '?': 189} 0.11
6210545947 6210545602 {'+': 339, '-': 291, ' ': 31, '?': 107} 0.08
6210545947 6210546048 {'+': 265, '-': 276, ' ': 46, '?': 104} 0.07
6210545947 6210545513 {'+': 307, '-': 282, ' ': 40, '?': 83} 0.06
6210545947 6010546621 {'+': 285, '-': 280, ' ': 42, '?': 55} 0.09
6210545947 6210545459 {'+': 328, '-': 280, ' ': 42, '?': 81} 0.04
6210545947 6210545467 {'+': 352, '-': 290, ' ': 32, '?': 112} 0.03
6210545947 6210545475 {'+': 408, '-': 267, ' ': 55, '?': 104} 0.12
6210545947 6210545564 {'+': 422, '-': 282, ' ': 40, '?': 103} 0.06
6210545947 6210546013 {'+': 319, '-': 280, ' ': 42, '?': 108} 0.05
6210545947 6210546412 {'+': 295, '-': 302, ' ': 20, '?': 58} 0.09
6210545947 6210546439 {'+': 180, '-': 197, ' ': 125, '?': 159} 0.1
6210545947 6210546447 {'+': 245, '-': 209, ' ': 113, '?': 172} 0.14
6210545947 6210546455 {'+': 336, '-': 297, ' ': 25, '?': 98} 0.12
6210545947 6210546650 {'+': 373, '-': 305, ' ': 17, '?': 42} 0.02
6210545947 6210546706 {'+': 314, '-': 276, ' ': 46, '?': 129} 0.09
6210545947 6210545483 {'+': 400, '-': 285, ' ': 37, '?': 76} 0.03
6210545947 6210545491 {'+': 351, '-': 278, ' ': 44, '?': 132} 0.06
6210545947 6210546668 {'+': 201, '-': 183, ' ': 139, '?': 146} 0.12
6210545947 6210546374 {'+': 322, '-': 268, ' ': 54, '?': 100} 0.06
6210545947 6210545432 {'+': 271, '-': 260, ' ': 62, '?': 136} 0.07
6210545947 6110545996 {'+': 350, '-': 282, ' ': 40, '?': 88} 0.08
6210545947 6210545424 {'+': 333, '-': 297, ' ': 25, '?': 60} 0.06
6210545947 6210545556 {'+': 310, '-': 275, ' ': 47, '?': 152} 0.07
6210545947 6210546404 {'+': 321, '-': 243, ' ': 79, '?': 99} 0.07
6210545947 6210546421 {'+': 388, '-': 277, ' ': 45, '?': 126} 0.07
6210545947 6210546692 {'+': 322, '-': 261, ' ': 61, '?': 125} 0.06
6210545947 6110545601 {'+': 294, '-': 289, ' ': 33, '?': 93} 0.05
6210545947 6210545416 {'+': 264, '-': 247, ' ': 75, '?': 134} 0.08
6210545947 6210545521 {'+': 221, '-': 223, ' ': 99, '?': 169} 0.12
6210545947 6210545530 {'+': 476, '-': 303, ' ': 19, '?': 85} 0.02
6210545947 6210545572 {'+': 314, '-': 273, ' ': 49, '?': 186} 0.1
6210545947 6210545963 {'+': 304, '-': 280, ' ': 42, '?': 102} 0.13
6210545947 6210546021 {'+': 295, '-': 274, ' ': 48, '?': 110} 0.08
6210545947 6210546391 {'+': 304, '-': 303, ' ': 19, '?': 40} 0.08
6210545947 6210546676 {'+': 374, '-': 245, ' ': 77, '?': 121} 0.1
6210545947 6010545749 {'+': 302, '-': 265, ' ': 57, '?': 97} 0.12
6210545980 6210546005 {'+': 356, '-': 273, ' ': 39, '?': 89} 0.3
6210545980 6210546382 {'+': 362, '-': 252, ' ': 60, '?': 144} 0.18
6210545980 6210545581 {'+': 283, '-': 250, ' ': 62, '?': 152} 0.06
6210545980 6110545481 {'+': 303, '-': 291, ' ': 21, '?': 48} 0.09
6210545980 6210545441 {'+': 259, '-': 205, ' ': 107, '?': 80} 0.08
6210545980 6210545611 {'+': 449, '-': 247, ' ': 65, '?': 161} 0.2
6210545980 6210545700 {'+': 367, '-': 248, ' ': 64, '?': 182} 0.08
6210545980 6210545955 {'+': 216, '-': 275, ' ': 37, '?': 74} 0.08
6210545980 6210545505 {'+': 342, '-': 286, ' ': 26, '?': 94} 0.09
6210545980 6210545548 {'+': 367, '-': 295, ' ': 17, '?': 54} 0.09
6210545980 6210546714 {'+': 356, '-': 277, ' ': 35, '?': 209} 0.07
6210545980 6210545602 {'+': 292, '-': 234, ' ': 78, '?': 160} 0.11
6210545980 6210546048 {'+': 261, '-': 262, ' ': 50, '?': 161} 0.1
6210545980 6210545513 {'+': 293, '-': 258, ' ': 54, '?': 139} 0.11
6210545980 6010546621 {'+': 252, '-': 237, ' ': 75, '?': 181} 0.1
6210545980 6210545459 {'+': 324, '-': 266, ' ': 46, '?': 84} 0.07
6210545980 6210545467 {'+': 365, '-': 293, ' ': 19, '?': 108} 0.06
6210545980 6210545475 {'+': 440, '-': 289, ' ': 23, '?': 45} 0.11
6210545980 6210545564 {'+': 410, '-': 260, ' ': 52, '?': 112} 0.05
6210545980 6210546013 {'+': 294, '-': 245, ' ': 67, '?': 158} 0.13
6210545980 6210546412 {'+': 263, '-': 260, ' ': 52, '?': 113} 0.09
6210545980 6210546439 {'+': 268, '-': 275, ' ': 37, '?': 83} 0.07
6210545980 6210546447 {'+': 319, '-': 273, ' ': 39, '?': 108} 0.04
6210545980 6210546455 {'+': 324, '-': 275, ' ': 37, '?': 164} 0.2
6210545980 6210546650 {'+': 325, '-': 247, ' ': 65, '?': 124} 0.02
6210545980 6210546706 {'+': 292, '-': 244, ' ': 68, '?': 135} 0.1
6210545980 6210545483 {'+': 393, '-': 268, ' ': 44, '?': 65} 0.08
6210545980 6210545491 {'+': 336, '-': 253, ' ': 59, '?': 153} 0.06
6210545980 6210546668 {'+': 302, '-': 274, ' ': 38, '?': 70} 0.04
6210545980 6210546374 {'+': 306, '-': 242, ' ': 70, '?': 146} 0.12
6210545980 6210545432 {'+': 258, '-': 237, ' ': 75, '?': 157} 0.1
6210545980 6110545996 {'+': 376, '-': 298, ' ': 14, '?': 13} 0.03
6210545980 6210545424 {'+': 328, '-': 282, ' ': 30, '?': 132} 0.1
6210545980 6210545556 {'+': 290, '-': 245, ' ': 67, '?': 148} 0.1
6210545980 6210546404 {'+': 325, '-': 237, ' ': 75, '?': 175} 0.12
6210545980 6210546421 {'+': 365, '-': 244, ' ': 68, '?': 182} 0.11
6210545980 6210546692 {'+': 314, '-': 243, ' ': 69, '?': 138} 0.07
6210545980 6110545601 {'+': 268, '-': 253, ' ': 59, '?': 162} 0.07
6210545980 6210545416 {'+': 262, '-': 235, ' ': 77, '?': 183} 0.23
6210545980 6210545521 {'+': 288, '-': 280, ' ': 32, '?': 81} 0.06
6210545980 6210545530 {'+': 472, '-': 289, ' ': 23, '?': 75} 0.19
6210545980 6210545572 {'+': 299, '-': 248, ' ': 64, '?': 146} 0.08
6210545980 6210545963 {'+': 282, '-': 248, ' ': 64, '?': 134} 0.05
6210545980 6210546021 {'+': 306, '-': 275, ' ': 37, '?': 90} 0.11
6210545980 6210546391 {'+': 278, '-': 267, ' ': 45, '?': 94} 0.08
6210545980 6210546676 {'+': 386, '-': 247, ' ': 65, '?': 213} 0.08
6210545980 6010545749 {'+': 296, '-': 249, ' ': 63, '?': 113} 0.05
6210546005 6210546382 {'+': 343, '-': 316, ' ': 79, '?': 110} 0.1
6210546005 6210545581 {'+': 278, '-': 328, ' ': 67, '?': 128} 0.05
6210546005 6110545481 {'+': 259, '-': 330, ' ': 65, '?': 91} 0.01
6210546005 6210545441 {'+': 304, '-': 333, ' ': 62, '?': 100} 0.02
6210546005 6210545611 {'+': 463, '-': 344, ' ': 51, '?': 43} 0.13
6210546005 6210545700 {'+': 361, '-': 325, ' ': 70, '?': 103} 0.01
6210546005 6210545955 {'+': 207, '-': 349, ' ': 46, '?': 77} 0.09
6210546005 6210545505 {'+': 338, '-': 365, ' ': 30, '?': 38} 0.04
6210546005 6210545548 {'+': 361, '-': 372, ' ': 23, '?': 40} 0.05
6210546005 6210546714 {'+': 337, '-': 341, ' ': 54, '?': 125} 0.04
6210546005 6210545602 {'+': 345, '-': 370, ' ': 25, '?': 78} 0.01
6210546005 6210546048 {'+': 258, '-': 342, ' ': 53, '?': 109} 0.05
6210546005 6210545513 {'+': 278, '-': 326, ' ': 69, '?': 114} 0.03
6210546005 6010546621 {'+': 282, '-': 350, ' ': 45, '?': 86} 0.04
6210546005 6210545459 {'+': 321, '-': 346, ' ': 49, '?': 59} 0.02
6210546005 6210545467 {'+': 328, '-': 339, ' ': 56, '?': 122} 0.01
6210546005 6210545475 {'+': 388, '-': 320, ' ': 75, '?': 101} 0.07
6210546005 6210545564 {'+': 393, '-': 326, ' ': 69, '?': 123} 0.02
6210546005 6210546013 {'+': 287, '-': 321, ' ': 74, '?': 133} 0.04
6210546005 6210546412 {'+': 312, '-': 392, ' ': 3, '?': 0} 0.03
6210546005 6210546439 {'+': 247, '-': 337, ' ': 58, '?': 97} 0.03
6210546005 6210546447 {'+': 288, '-': 325, ' ': 70, '?': 97} 0.05
6210546005 6210546455 {'+': 343, '-': 377, ' ': 18, '?': 84} 0.07
6210546005 6210546650 {'+': 304, '-': 309, ' ': 86, '?': 95} 0.02
6210546005 6210546706 {'+': 303, '-': 338, ' ': 57, '?': 130} 0.02
6210546005 6210545483 {'+': 383, '-': 341, ' ': 54, '?': 60} 0.03
6210546005 6210545491 {'+': 311, '-': 311, ' ': 84, '?': 94} 0.04
6210546005 6210546668 {'+': 281, '-': 336, ' ': 59, '?': 113} 0.04
6210546005 6210546374 {'+': 319, '-': 338, ' ': 57, '?': 91} 0.04
6210546005 6210545432 {'+': 269, '-': 331, ' ': 64, '?': 133} 0.06
6210546005 6110545996 {'+': 309, '-': 314, ' ': 81, '?': 95} 0.04
6210546005 6210545424 {'+': 320, '-': 357, ' ': 38, '?': 81} 0.13
6210546005 6210545556 {'+': 320, '-': 358, ' ': 37, '?': 79} 0.03
6210546005 6210546404 {'+': 334, '-': 329, ' ': 66, '?': 112} 0.05
6210546005 6210546421 {'+': 366, '-': 328, ' ': 67, '?': 145} 0.06
6210546005 6210546692 {'+': 304, '-': 316, ' ': 79, '?': 114} 0.05
6210546005 6110545601 {'+': 289, '-': 357, ' ': 38, '?': 51} 0.05
6210546005 6210545416 {'+': 269, '-': 325, ' ': 70, '?': 121} 0.06
6210546005 6210545521 {'+': 281, '-': 356, ' ': 39, '?': 116} 0.02
6210546005 6210545530 {'+': 434, '-': 334, ' ': 61, '?': 70} 0.15
6210546005 6210545572 {'+': 289, '-': 321, ' ': 74, '?': 163} 0.02
6210546005 6210545963 {'+': 292, '-': 341, ' ': 54, '?': 123} 0.03
6210546005 6210546021 {'+': 285, '-': 337, ' ': 58, '?': 76} 0.08
6210546005 6210546391 {'+': 293, '-': 365, ' ': 30, '?': 75} 0.04
6210546005 6210546676 {'+': 382, '-': 326, ' ': 69, '?': 117} 0.05
6210546005 6010545749 {'+': 279, '-': 315, ' ': 80, '?': 81} 0.03
6210546382 6210545581 {'+': 275, '-': 352, ' ': 70, '?': 125} 0.14
6210546382 6110545481 {'+': 277, '-': 375, ' ': 47, '?': 102} 0.11
6210546382 6210545441 {'+': 300, '-': 356, ' ': 66, '?': 135} 0.07
6210546382 6210545611 {'+': 428, '-': 336, ' ': 86, '?': 145} 0.21
6210546382 6210545700 {'+': 339, '-': 330, ' ': 92, '?': 129} 0.13
6210546382 6210545955 {'+': 204, '-': 373, ' ': 49, '?': 114} 0.1
6210546382 6210545505 {'+': 294, '-': 348, ' ': 74, '?': 108} 0.07
6210546382 6210545548 {'+': 362, '-': 400, ' ': 22, '?': 49} 0.08
6210546382 6210546714 {'+': 330, '-': 361, ' ': 61, '?': 128} 0.16
6210546382 6210545602 {'+': 326, '-': 378, ' ': 44, '?': 53} 0.16
6210546382 6210546048 {'+': 252, '-': 363, ' ': 59, '?': 131} 0.11
6210546382 6210545513 {'+': 267, '-': 342, ' ': 80, '?': 147} 0.13
6210546382 6010546621 {'+': 261, '-': 356, ' ': 66, '?': 101} 0.1
6210546382 6210545459 {'+': 313, '-': 365, ' ': 57, '?': 77} 0.03
6210546382 6210545467 {'+': 323, '-': 361, ' ': 61, '?': 103} 0.03
6210546382 6210545475 {'+': 371, '-': 330, ' ': 92, '?': 111} 0.2
6210546382 6210545564 {'+': 399, '-': 359, ' ': 63, '?': 113} 0.09
6210546382 6210546013 {'+': 295, '-': 356, ' ': 66, '?': 155} 0.2
6210546382 6210546412 {'+': 302, '-': 409, ' ': 13, '?': 31} 0.12
6210546382 6210546439 {'+': 252, '-': 369, ' ': 53, '?': 109} 0.04
6210546382 6210546447 {'+': 294, '-': 358, ' ': 64, '?': 154} 0.08
6210546382 6210546455 {'+': 351, '-': 412, ' ': 10, '?': 24} 0.21
6210546382 6210546650 {'+': 329, '-': 361, ' ': 61, '?': 112} 0.06
6210546382 6210546706 {'+': 280, '-': 342, ' ': 80, '?': 143} 0.08
6210546382 6210545483 {'+': 366, '-': 351, ' ': 71, '?': 101} 0.11
6210546382 6210545491 {'+': 298, '-': 325, ' ': 97, '?': 130} 0.07
6210546382 6210546668 {'+': 292, '-': 374, ' ': 48, '?': 112} 0.05
6210546382 6210546374 {'+': 317, '-': 363, ' ': 59, '?': 128} 0.13
6210546382 6210545432 {'+': 271, '-': 360, ' ': 62, '?': 149} 0.15
6210546382 6110545996 {'+': 307, '-': 339, ' ': 83, '?': 135} 0.05
6210546382 6210545424 {'+': 320, '-': 384, ' ': 38, '?': 72} 0.12
6210546382 6210545556 {'+': 312, '-': 377, ' ': 45, '?': 85} 0.12
6210546382 6210546404 {'+': 325, '-': 347, ' ': 75, '?': 116} 0.09
6210546382 6210546421 {'+': 348, '-': 337, ' ': 85, '?': 164} 0.16
6210546382 6210546692 {'+': 302, '-': 341, ' ': 81, '?': 126} 0.17
6210546382 6110545601 {'+': 284, '-': 379, ' ': 43, '?': 92} 0.07
6210546382 6210545416 {'+': 260, '-': 343, ' ': 79, '?': 124} 0.18
6210546382 6210545521 {'+': 274, '-': 376, ' ': 46, '?': 119} 0.02
6210546382 6210545530 {'+': 415, '-': 342, ' ': 80, '?': 99} 0.18
6210546382 6210545572 {'+': 289, '-': 348, ' ': 74, '?': 177} 0.13
6210546382 6210545963 {'+': 290, '-': 366, ' ': 56, '?': 173} 0.16
6210546382 6210546021 {'+': 296, '-': 375, ' ': 47, '?': 128} 0.15
6210546382 6210546391 {'+': 295, '-': 394, ' ': 28, '?': 46} 0.08
6210546382 6210546676 {'+': 343, '-': 314, ' ': 108, '?': 164} 0.18
6210546382 6010545749 {'+': 299, '-': 362, ' ': 60, '?': 99} 0.12
6210545581 6110545481 {'+': 295, '-': 316, ' ': 29, '?': 49} 0.08
6210545581 6210545441 {'+': 296, '-': 275, ' ': 70, '?': 118} 0.06
6210545581 6210545611 {'+': 454, '-': 285, ' ': 60, '?': 126} 0.16
6210545581 6210545700 {'+': 351, '-': 265, ' ': 80, '?': 111} 0.07
6210545581 6210545955 {'+': 193, '-': 285, ' ': 60, '?': 92} 0.15
6210545581 6210545505 {'+': 332, '-': 309, ' ': 36, '?': 95} 0.05
6210545581 6210545548 {'+': 362, '-': 323, ' ': 22, '?': 94} 0.08
6210545581 6210546714 {'+': 348, '-': 302, ' ': 43, '?': 156} 0.09
6210545581 6210545602 {'+': 335, '-': 310, ' ': 35, '?': 84} 0.11
6210545581 6210546048 {'+': 231, '-': 265, ' ': 80, '?': 161} 0.1
6210545581 6210545513 {'+': 267, '-': 265, ' ': 80, '?': 135} 0.1
6210545581 6010546621 {'+': 265, '-': 283, ' ': 62, '?': 108} 0.11
